,Date,type,value
782,01-Jan-18,westmidlands,105.8
783,01-Jan-18,london,106.3
784,01-Jan-18,southwest,106.4
785,01-Feb-18,england,106.4
786,01-Feb-18,northwest,103.6
787,01-Feb-18,westmidlands,105.9
788,01-Feb-18,london,106.2
789,01-Feb-18,southwest,106.5
790,01-Mar-18,england,106.4
791,01-Mar-18,northwest,103.7
792,01-Mar-18,westmidlands,106.1
793,01-Mar-18,london,106.1
794,01-Mar-18,southwest,106.6
795,01-Apr-18,england,106.5
796,01-Apr-18,northwest,103.8
797,01-Apr-18,westmidlands,106.2
798,01-Apr-18,london,106.1
799,01-Apr-18,southwest,106.7
800,01-May-18,england,106.6
801,01-May-18,northwest,103.8
802,01-May-18,westmidlands,106.3
803,01-May-18,london,106.1
804,01-May-18,southwest,106.8
805,01-Jun-18,england,106.7
806,01-Jun-18,northwest,103.9
807,01-Jun-18,westmidlands,106.4
808,01-Jun-18,london,106.1
809,01-Jun-18,southwest,106.9
810,01-Jul-18,england,106.8
811,01-Jul-18,northwest,104
812,01-Jul-18,westmidlands,106.5
813,01-Jul-18,london,106.2
814,01-Jul-18,southwest,107
815,01-Aug-18,england,106.9
816,01-Aug-18,northwest,104.1
817,01-Aug-18,westmidlands,106.7
818,01-Aug-18,london,106.3
819,01-Aug-18,southwest,107.3
820,01-Sep-18,england,107
821,01-Sep-18,northwest,104.1
822,01-Sep-18,westmidlands,106.9
823,01-Sep-18,london,106.3
824,01-Sep-18,southwest,107.4
825,01-Oct-18,england,107.1
826,01-Oct-18,northwest,104.2
827,01-Oct-18,westmidlands,107.1
828,01-Oct-18,london,106.3
829,01-Oct-18,southwest,107.6
830,01-Nov-18,england,107.2
831,01-Nov-18,northwest,104.3
832,01-Nov-18,westmidlands,107.4
833,01-Nov-18,london,106.3
834,01-Nov-18,southwest,107.6
835,01-Dec-18,england,107.4
836,01-Dec-18,northwest,104.4
837,01-Dec-18,westmidlands,107.6
838,01-Dec-18,london,106.4
839,01-Dec-18,southwest,107.9
840,01-Jan-19,england,107.4
841,01-Jan-19,northwest,104.6
842,01-Jan-19,westmidlands,107.6
843,01-Jan-19,london,106.4
844,01-Jan-19,southwest,108.2
845,01-Feb-19,england,107.6
846,01-Feb-19,northwest,104.8
847,01-Feb-19,westmidlands,107.8
848,01-Feb-19,london,106.5
849,01-Feb-19,southwest,108.4
850,01-Mar-19,england,107.7
851,01-Mar-19,northwest,104.9
852,01-Mar-19,westmidlands,107.8
853,01-Mar-19,london,106.6
854,01-Mar-19,southwest,108.5
855,01-Apr-19,england,107.8
856,01-Apr-19,northwest,105.1
857,01-Apr-19,westmidlands,108
858,01-Apr-19,london,106.7
859,01-Apr-19,southwest,108.6
860,01-May-19,england,108
861,01-May-19,northwest,105.2
862,01-May-19,westmidlands,107.8
863,01-May-19,london,107
864,01-May-19,southwest,108.9
865,01-Jun-19,england,108.1
866,01-Jun-19,northwest,105.3
867,01-Jun-19,westmidlands,108
868,01-Jun-19,london,107
869,01-Jun-19,southwest,109
870,01-Jul-19,england,108.2
871,01-Jul-19,northwest,105.4
872,01-Jul-19,westmidlands,108.1
873,01-Jul-19,london,107.2
874,01-Jul-19,southwest,109.2
875,01-Aug-19,england,108.3
876,01-Aug-19,northwest,105.5
877,01-Aug-19,westmidlands,108.3
878,01-Aug-19,london,107.1
879,01-Aug-19,southwest,109.4
880,01-Sep-19,england,108.4
881,01-Sep-19,northwest,105.5
882,01-Sep-19,westmidlands,108.4
883,01-Sep-19,london,107.2
884,01-Sep-19,southwest,109.6
885,01-Oct-19,england,108.6
886,01-Oct-19,northwest,105.5
887,01-Oct-19,westmidlands,108.6
888,01-Oct-19,london,107.3
889,01-Oct-19,southwest,109.9
890,01-Nov-19,england,108.7
891,01-Nov-19,northwest,105.6
892,01-Nov-19,westmidlands,108.8
893,01-Nov-19,london,107.4
894,01-Nov-19,southwest,110.1
895,01-Dec-19,england,108.9
896,01-Dec-19,northwest,105.7
897,01-Dec-19,westmidlands,109
898,01-Dec-19,london,107.6
899,01-Dec-19,southwest,110.3
900,01-Jan-20,england,109.1
901,01-Jan-20,northwest,105.7
902,01-Jan-20,westmidlands,109.4
903,01-Jan-20,london,107.7
904,01-Jan-20,southwest,110.8
905,01-Feb-20,england,109.1
906,01-Feb-20,northwest,105.8
907,01-Feb-20,westmidlands,109.5
908,01-Feb-20,london,107.7
909,01-Feb-20,southwest,110.9
910,01-Mar-20,england,109.3
911,01-Mar-20,northwest,105.9
912,01-Mar-20,westmidlands,109.5
913,01-Mar-20,london,107.9
914,01-Mar-20,southwest,111
915,01-Apr-20,england,109.4
916,01-Apr-20,northwest,106
917,01-Apr-20,westmidlands,109.9
918,01-Apr-20,london,108
919,01-Apr-20,southwest,111.4
920,01-May-20,england,109.6
921,01-May-20,northwest,106.3
922,01-May-20,westmidlands,110.1
923,01-May-20,london,108.2
924,01-May-20,southwest,111.6
925,01-Jun-20,england,109.7
926,01-Jun-20,northwest,106.4
927,01-Jun-20,westmidlands,110.2
928,01-Jun-20,london,108.3
929,01-Jun-20,southwest,111.8
930,01-Jul-20,england,109.8
931,01-Jul-20,northwest,106.5
932,01-Jul-20,westmidlands,110.4
933,01-Jul-20,london,108.3
934,01-Jul-20,southwest,111.9
935,01-Aug-20,england,109.9
936,01-Aug-20,northwest,106.7
937,01-Aug-20,westmidlands,110.6
938,01-Aug-20,london,108.5
939,01-Aug-20,southwest,112.1
940,01-Sep-20,england,110.1
941,01-Sep-20,northwest,106.9
942,01-Sep-20,westmidlands,110.9
943,01-Sep-20,london,108.6
944,01-Sep-20,southwest,112.3
945,01-Oct-20,england,110.1
946,01-Oct-20,northwest,107
947,01-Oct-20,westmidlands,111.1
948,01-Oct-20,london,108.2
949,01-Oct-20,southwest,112.5
950,01-Nov-20,england,110.2
951,01-Nov-20,northwest,107.2
952,01-Nov-20,westmidlands,111.3
953,01-Nov-20,london,108.5
954,01-Nov-20,southwest,112.7
955,01-Dec-20,england,110.4
956,01-Dec-20,northwest,107.3
957,01-Dec-20,westmidlands,111.4
958,01-Dec-20,london,108.6
959,01-Dec-20,southwest,113.1
960,01-Jan-21,england,110.4
961,01-Jan-21,northwest,107.6
962,01-Jan-21,westmidlands,111.4
963,01-Jan-21,london,108.6
964,01-Jan-21,southwest,113.2
965,01-Feb-21,england,110.6
966,01-Feb-21,northwest,107.8
967,01-Feb-21,westmidlands,111.5
968,01-Feb-21,london,108.5
969,01-Feb-21,southwest,113.5
970,01-Mar-21,england,110.6
971,01-Mar-21,northwest,108
972,01-Mar-21,westmidlands,111.6
973,01-Mar-21,london,108.5
974,01-Mar-21,southwest,113.8
975,01-Apr-21,england,110.7
976,01-Apr-21,northwest,108.2
977,01-Apr-21,westmidlands,112.2
978,01-Apr-21,london,108.1
979,01-Apr-21,southwest,114
980,01-May-21,england,110.8
981,01-May-21,northwest,108.4
982,01-May-21,westmidlands,112.5
983,01-May-21,london,108.1
984,01-May-21,southwest,114.2
985,01-Jun-21,england,111
986,01-Jun-21,northwest,108.5
987,01-Jun-21,westmidlands,112.9
988,01-Jun-21,london,108.2
989,01-Jun-21,southwest,114.4
990,01-Jul-21,england,111.1
991,01-Jul-21,northwest,108.7
992,01-Jul-21,westmidlands,113
993,01-Jul-21,london,108.2
994,01-Jul-21,southwest,114.7
995,01-Aug-21,england,111.3
996,01-Aug-21,northwest,109
997,01-Aug-21,westmidlands,113.1
998,01-Aug-21,london,108.1
999,01-Aug-21,southwest,115.1
1000,01-Sep-21,england,111.5
1001,01-Sep-21,northwest,109.3
1002,01-Sep-21,westmidlands,113.4
1003,01-Sep-21,london,108.3
1004,01-Sep-21,southwest,115.4
1005,01-Oct-21,england,111.8
1006,01-Oct-21,northwest,109.6
1007,01-Oct-21,westmidlands,113.6
1008,01-Oct-21,london,108.4
1009,01-Oct-21,southwest,115.9
1010,01-Nov-21,england,112
1011,01-Nov-21,northwest,110
1012,01-Nov-21,westmidlands,114.1
1013,01-Nov-21,london,108.4
1014,01-Nov-21,southwest,116.2
1015,01-Dec-21,england,112.3
1016,01-Dec-21,northwest,110.5
1017,01-Dec-21,westmidlands,114.5
1018,01-Dec-21,london,108.4
1019,01-Dec-21,southwest,116.6
1020,01-Jan-22,england,112.6
1021,01-Jan-22,northwest,110.9
1022,01-Jan-22,westmidlands,114.9
1023,01-Jan-22,london,108.6
1024,01-Jan-22,southwest,117.2
1025,01-Feb-22,england,112.9
1026,01-Feb-22,northwest,111.2
1027,01-Feb-22,westmidlands,115.1
1028,01-Feb-22,london,108.8
1029,01-Feb-22,southwest,117.4
1030,01-Mar-22,england,113.1
1031,01-Mar-22,northwest,111.5
1032,01-Mar-22,westmidlands,115.3
1033,01-Mar-22,london,108.9
1034,01-Mar-22,southwest,117.7
1035,01-Apr-22,england,113.5
1036,01-Apr-22,northwest,111.9
1037,01-Apr-22,westmidlands,115.6
1038,01-Apr-22,london,109.3
1039,01-Apr-22,southwest,118.2
1040,01-May-22,england,113.9
1041,01-May-22,northwest,112.2
1042,01-May-22,westmidlands,116
1043,01-May-22,london,109.7
1044,01-May-22,southwest,118.7
1045,01-Jun-22,england,114.2
1046,01-Jun-22,northwest,112.6
1047,01-Jun-22,westmidlands,116.4
1048,01-Jun-22,london,110.1
1049,01-Jun-22,southwest,119
1050,01-Jul-22,england,114.6
1051,01-Jul-22,northwest,113
1052,01-Jul-22,westmidlands,116.7
1053,01-Jul-22,london,110.5
1054,01-Jul-22,southwest,119.3
1055,01-Aug-22,england,115
1056,01-Aug-22,northwest,113.5
1057,01-Aug-22,westmidlands,117
1058,01-Aug-22,london,110.9
1059,01-Aug-22,southwest,120
1060,01-Sep-22,england,115.5
1061,01-Sep-22,northwest,114
1062,01-Sep-22,westmidlands,117.6
1063,01-Sep-22,london,111.3
1064,01-Sep-22,southwest,120.5
1065,01-Oct-22,england,115.9
1066,01-Oct-22,northwest,114.5
1067,01-Oct-22,westmidlands,118
1068,01-Oct-22,london,111.6
1069,01-Oct-22,southwest,120.9
1070,01-Nov-22,england,116.4
1071,01-Nov-22,northwest,115.2
1072,01-Nov-22,westmidlands,118.4
1073,01-Nov-22,london,112.2
1074,01-Nov-22,southwest,121.3
