,Date,type,value,area
279,01-Apr-07,england_pred,85.937065,England
280,01-May-07,northeast_pred,92.717216,Northeast
281,01-May-07,northwest_pred,92.377785,Northwest
282,01-May-07,yorkshireandthehumber_pred,90.875015,Yorkshire
283,01-May-07,eastmidlands_pred,90.712654,Eastmidlands
284,01-May-07,westmidlands_pred,91.041428,Westmidlands
285,01-May-07,east_pred,89.561394,East
286,01-May-07,london_pred,80.733368,London
287,01-May-07,southeast_pred,86.541679,Southeast
288,01-May-07,southwest_pred,87.933708,Southwest
289,01-May-07,england_pred,86.087845,England
290,01-Jun-07,northeast_pred,92.795326,Northeast
291,01-Jun-07,northwest_pred,92.47364,Northwest
292,01-Jun-07,yorkshireandthehumber_pred,90.991219,Yorkshire
293,01-Jun-07,eastmidlands_pred,90.855133,Eastmidlands
294,01-Jun-07,westmidlands_pred,91.163147,Westmidlands
295,01-Jun-07,east_pred,89.704491,East
296,01-Jun-07,london_pred,80.919891,London
297,01-Jun-07,southeast_pred,86.705383,Southeast
298,01-Jun-07,southwest_pred,88.086136,Southwest
299,01-Jun-07,england_pred,86.243645,England
300,01-Jul-07,northeast_pred,92.870918,Northeast
301,01-Jul-07,northwest_pred,92.566406,Northwest
302,01-Jul-07,yorkshireandthehumber_pred,91.103668,Yorkshire
303,01-Jul-07,eastmidlands_pred,90.993011,Eastmidlands
304,01-Jul-07,westmidlands_pred,91.280945,Westmidlands
305,01-Jul-07,east_pred,89.842972,East
306,01-Jul-07,london_pred,81.100403,London
307,01-Jul-07,southeast_pred,86.863808,Southeast
308,01-Jul-07,southwest_pred,88.23365,Southwest
309,01-Jul-07,england_pred,86.394417,England
310,01-Aug-07,northeast_pred,92.949028,Northeast
311,01-Aug-07,northwest_pred,92.662262,Northwest
312,01-Aug-07,yorkshireandthehumber_pred,91.219864,Yorkshire
313,01-Aug-07,eastmidlands_pred,91.135498,Eastmidlands
314,01-Aug-07,westmidlands_pred,91.402664,Westmidlands
315,01-Aug-07,east_pred,89.986069,East
316,01-Aug-07,london_pred,81.286919,London
317,01-Aug-07,southeast_pred,87.027519,Southeast
318,01-Aug-07,southwest_pred,88.386078,Southwest
319,01-Aug-07,england_pred,86.550217,England
320,01-Sep-07,northeast_pred,93.027145,Northeast
321,01-Sep-07,northwest_pred,92.758125,Northwest
322,01-Sep-07,yorkshireandthehumber_pred,91.336067,Yorkshire
323,01-Sep-07,eastmidlands_pred,91.277977,Eastmidlands
324,01-Sep-07,westmidlands_pred,91.524384,Westmidlands
325,01-Sep-07,east_pred,90.129173,East
326,01-Sep-07,london_pred,81.473442,London
327,01-Sep-07,southeast_pred,87.191223,Southeast
328,01-Sep-07,southwest_pred,88.538506,Southwest
329,01-Sep-07,england_pred,86.706017,England
330,01-Oct-07,northeast_pred,93.102737,Northeast
331,01-Oct-07,northwest_pred,92.850883,Northwest
332,01-Oct-07,yorkshireandthehumber_pred,91.448517,Yorkshire
333,01-Oct-07,eastmidlands_pred,91.415855,Eastmidlands
334,01-Oct-07,westmidlands_pred,91.642174,Westmidlands
335,01-Oct-07,east_pred,90.267654,East
336,01-Oct-07,london_pred,81.653946,London
337,01-Oct-07,southeast_pred,87.349648,Southeast
338,01-Oct-07,southwest_pred,88.686012,Southwest
339,01-Oct-07,england_pred,86.856789,England
340,01-Nov-07,northeast_pred,93.180847,Northeast
341,01-Nov-07,northwest_pred,92.946747,Northwest
342,01-Nov-07,yorkshireandthehumber_pred,91.564713,Yorkshire
343,01-Nov-07,eastmidlands_pred,91.558342,Eastmidlands
344,01-Nov-07,westmidlands_pred,91.763893,Westmidlands
345,01-Nov-07,east_pred,90.410751,East
346,01-Nov-07,london_pred,81.840469,London
347,01-Nov-07,southeast_pred,87.513359,Southeast
348,01-Nov-07,southwest_pred,88.83844,Southwest
349,01-Nov-07,england_pred,87.012589,England
350,01-Dec-07,northeast_pred,93.256439,Northeast
351,01-Dec-07,northwest_pred,93.039505,Northwest
352,01-Dec-07,yorkshireandthehumber_pred,91.677162,Yorkshire
353,01-Dec-07,eastmidlands_pred,91.69622,Eastmidlands
354,01-Dec-07,westmidlands_pred,91.881691,Westmidlands
355,01-Dec-07,east_pred,90.549232,East
356,01-Dec-07,london_pred,82.020981,London
357,01-Dec-07,southeast_pred,87.671783,Southeast
358,01-Dec-07,southwest_pred,88.985954,Southwest
359,01-Dec-07,england_pred,87.163361,England
360,01-Jan-08,northeast_pred,93.334549,Northeast
361,01-Jan-08,northwest_pred,93.135368,Northwest
362,01-Jan-08,yorkshireandthehumber_pred,91.793358,Yorkshire
363,01-Jan-08,eastmidlands_pred,91.838707,Eastmidlands
364,01-Jan-08,westmidlands_pred,92.00341,Westmidlands
365,01-Jan-08,east_pred,90.692329,East
366,01-Jan-08,london_pred,82.207497,London
367,01-Jan-08,southeast_pred,87.835487,Southeast
368,01-Jan-08,southwest_pred,89.138382,Southwest
369,01-Jan-08,england_pred,87.31916,England
370,01-Feb-08,northeast_pred,93.412666,Northeast
371,01-Feb-08,northwest_pred,93.231224,Northwest
372,01-Feb-08,yorkshireandthehumber_pred,91.909561,Yorkshire
373,01-Feb-08,eastmidlands_pred,91.981186,Eastmidlands
374,01-Feb-08,westmidlands_pred,92.12513,Westmidlands
375,01-Feb-08,east_pred,90.835434,East
376,01-Feb-08,london_pred,82.39402,London
377,01-Feb-08,southeast_pred,87.999191,Southeast
378,01-Feb-08,southwest_pred,89.29081,Southwest
379,01-Feb-08,england_pred,87.47496,England
380,01-Mar-08,northeast_pred,93.485733,Northeast
381,01-Mar-08,northwest_pred,93.320892,Northwest
382,01-Mar-08,yorkshireandthehumber_pred,92.018257,Yorkshire
383,01-Mar-08,eastmidlands_pred,92.114471,Eastmidlands
384,01-Mar-08,westmidlands_pred,92.238991,Westmidlands
385,01-Mar-08,east_pred,90.969299,East
386,01-Mar-08,london_pred,82.568512,London
387,01-Mar-08,southeast_pred,88.152336,Southeast
388,01-Mar-08,southwest_pred,89.433403,Southwest
389,01-Mar-08,england_pred,87.620705,England
390,01-Apr-08,northeast_pred,93.56385,Northeast
391,01-Apr-08,northwest_pred,93.416756,Northwest
392,01-Apr-08,yorkshireandthehumber_pred,92.13446,Yorkshire
393,01-Apr-08,eastmidlands_pred,92.25695,Eastmidlands
394,01-Apr-08,westmidlands_pred,92.360718,Westmidlands
395,01-Apr-08,east_pred,91.112396,East
396,01-Apr-08,london_pred,82.755035,London
397,01-Apr-08,southeast_pred,88.316048,Southeast
398,01-Apr-08,southwest_pred,89.585831,Southwest
399,01-Apr-08,england_pred,87.776505,England
400,01-May-08,northeast_pred,93.639442,Northeast
401,01-May-08,northwest_pred,93.509521,Northwest
402,01-May-08,yorkshireandthehumber_pred,92.24691,Yorkshire
403,01-May-08,eastmidlands_pred,92.394836,Eastmidlands
