,Date,england,northeast,northwest,yorkshireandthehumber,eastmidlands,westmidlands,east,london,southeast,southwest,level_11,value
134,01-Jul-05,82.300003,87.5,89.099998,86.199997,89.599998,88.599998,86.900002,75.699997,83.699997,84.5,southeast_pred,83.008797
135,01-Jul-05,82.300003,87.5,89.099998,86.199997,89.599998,88.599998,86.900002,75.699997,83.699997,84.5,southeast_error,0.69120026
136,01-Jul-05,82.300003,87.5,89.099998,86.199997,89.599998,88.599998,86.900002,75.699997,83.699997,84.5,southwest_pred,84.644226
137,01-Jul-05,82.300003,87.5,89.099998,86.199997,89.599998,88.599998,86.900002,75.699997,83.699997,84.5,southwest_error,-0.14422607
138,01-Jul-05,82.300003,87.5,89.099998,86.199997,89.599998,88.599998,86.900002,75.699997,83.699997,84.5,england_pred,82.725586
139,01-Jul-05,82.300003,87.5,89.099998,86.199997,89.599998,88.599998,86.900002,75.699997,83.699997,84.5,england_error,-0.42558289
140,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,northeast_pred,91.109619
141,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,northeast_error,-3.5096207
142,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,northwest_pred,90.404984
143,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,northwest_error,-1.2049866
144,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,yorkshireandthehumber_pred,88.483582
145,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,yorkshireandthehumber_error,-2.08358
146,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,eastmidlands_pred,87.780319
147,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,eastmidlands_error,1.9196777
148,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,westmidlands_pred,88.536362
149,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,westmidlands_error,0.36363983
150,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,east_pred,86.616325
151,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,east_error,0.58367157
152,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,london_pred,76.894623
153,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,london_error,-0.8946228
154,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,southeast_pred,83.172501
155,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,southeast_error,0.62750244
156,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,southwest_pred,84.796654
157,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,southwest_error,0.003349304
158,01-Aug-05,82.5,87.599998,89.199997,86.400002,89.699997,88.900002,87.199997,76.0,83.800003,84.800003,england_pred,82.881386
